PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
4,12,10,976,109,13,3,969.819,36.221,3151.5,3028.253
4,12,11,998,114,14,3,1090.572,40.337,3477.171,3333.333
4,12,12,992,124,15,4,1128.168,39.974,3604.362,3333.333
4,12,13,980,125,16,4,1085.741,40.128,3465.476,3326.926
4,12,14,975,111,16,4,973.225,37.712,3139.385,3016.709
4,12,15,916,110,15,3,783.644,34.364,2550.932,2454.402
4,12,16,804,106,14,3,535.695,27.191,1754.565,1688.294
4,12,17,586,92,12,2,265.958,19.188,825.492,787.071
4,12,18,0,24,10,1,22.76,9.666,83.86,61.912
4,12,19,0,0,8,0,0,8,0,0
4,12,20,0,0,7,0,0,7,0,0
4,12,21,0,0,6,0,0,6,0,0
4,12,22,0,0,5,0,0,5,0,0
4,12,23,0,0,5,0,0,5,0,0
4,13,0,0,0,5,0,0,5,0,0
4,13,1,0,0,5,0,0,5,0,0
4,13,2,0,0,5,0,0,5,0,0
4,13,3,0,0,4,0,0,4,0,0
4,13,4,0,0,4,0,0,4,0,0
4,13,5,0,0,4,0,0,4,0,0
4,13,6,34,32,5,0,31.351,2.396,114.375,91.85
4,13,7,189,120,8,1,173.21,11.39,595.25,562.49
4,13,8,332,207,9,2,382.852,18.126,1328.926,1276.41
4,13,9,348,301,10,2,560.93,24.576,1922.068,1849.923
4,13,10,872,151,11,3,929.027,32.841,3070.041,2950.614
4,13,11,317,444,12,3,775.047,31.164,2586.279,2488.27
4,13,12,64,446,13,4,516.089,24.459,1778.202,1711.118
4,13,13,19,293,13,4,302.925,19.271,1069.112,1024.164
4,13,14,77,391,13,5,459.888,21.149,1608.676,1547.309
4,13,15,103,323,13,5,395.42,20.147,1387.122,1332.824
4,13,16,28,193,12,5,203.119,15.262,727.546,691.594
4,13,17,0,63,11,4,59.828,11.167,218.987,194.418
4,13,18,39,34,9,3,33.46,8.15,118.583,95.977
4,13,19,0,0,8,3,0,8,0,0
4,13,20,0,0,7,3,0,7,0,0
4,13,21,0,0,6,3,0,6,0,0
4,13,22,0,0,4,3,0,4,0,0
4,13,23,0,0,3,3,0,3,0,0
4,14,0,0,0,2,3,0,2,0,0
4,14,1,0,0,1,4,0,1,0,0
4,14,2,0,0,1,4,0,1,0,0
4,14,3,0,0,0,3,0,0,0,0
4,14,4,0,0,0,3,0,0,0,0
4,14,5,0,0,0,3,0,0,0,0
4,14,6,0,21,0,3,19.905,-1.367,76.886,55.068
4,14,7,0,92,0,4,87.434,0.289,335.393,308.43
4,14,8,803,99,1,5,527.451,10.054,1867.083,1796.895
4,14,9,2,129,1,5,124.625,2.861,472.82,442.87
4,14,10,99,403,2,5,491.337,10.41,1803.778,1735.808
4,14,11,6,137,2,4,137.071,4.463,516.552,485.615
4,14,12,35,395,3,4,433.312,11.292,1585.152,1524.557
4,14,13,0,91,3,3,86.843,4.492,327.23,300.44
4,14,14,57,375,3,3,425.493,11.9,1552.008,1492.493
4,14,15,78,315,3,3,368.917,11.443,1346.429,1293.38
4,14,16,73,220,3,2,253.436,9.335,928.49,887.377
4,14,17,0,52,2,1,49.35,2.437,187.592,163.647
4,14,18,251,36,1,0,45.136,-0.678,137.51,114.542
4,14,19,0,0,0,0,0,0,0,0
4,14,20,0,0,0,0,0,0,0,0
4,14,21,0,0,0,0,0,0,0,0
4,14,22,0,0,0,0,0,0,0,0
4,14,23,0,0,0,0,0,0,0,0
4,15,0,0,0,-1,0,0,-1,0,0
4,15,1,0,0,-1,0,0,-1,0,0
4,15,2,0,0,-2,0,0,-2,0,0
4,15,3,0,0,-2,0,0,-2,0,0
4,15,4,0,0,-2,0,0,-2,0,0
4,15,5,0,0,-1,0,0,-1,0,0
4,15,6,340,33,0,0,47.284,-1.713,134.04,111.139
4,15,7,388,103,3,1,217.73,7.967,729.576,693.573
4,15,8,851,83,6,2,537.591,19.499,1821.85,1753.25
4,15,9,926,94,9,1,772.254,33.435,2524.993,2429.542
4,15,10,966,101,12,1,955.78,42.399,3010.916,2894.223
4,15,11,981,110,13,1,1071.945,47.207,3298.925,3168.606
4,15,12,985,112,14,2,1109.727,44.381,3466.458,3327.859
4,15,13,422,422,15,2,853.367,39.134,2737.736,2633.255
4,15,14,958,105,16,2,952.101,41.767,3008.996,2892.392
4,15,15,407,285,15,2,587.139,31.939,1941.411,1868.57
4,15,16,0,37,14,2,35.112,15.066,126.307,103.554
4,15,17,92,125,12,1,148.287,14.627,516.322,485.389
4,15,18,304,34,9,1,46.28,8.774,129.575,106.759
4,15,19,0,0,6,1,0,6,0,0
4,15,20,0,0,5,1,0,5,0,0
4,15,21,0,0,4,1,0,4,0,0
4,15,22,0,0,3,1,0,3,0,0
4,15,23,0,0,3,1,0,3,0,0
4,16,0,0,0,2,1,0,2,0,0
4,16,1,0,0,2,1,0,2,0,0
4,16,2,0,0,1,1,0,1,0,0
4,16,3,0,0,1,1,0,1,0,0
4,16,4,0,0,1,1,0,1,0,0
4,16,5,0,0,1,1,0,1,0,0
4,16,6,361,33,5,1,48.163,4.171,131.206,108.359
4,16,7,715,65,10,2,280.228,15.883,865.167,825.721
4,16,8,859,83,13,2,543.258,26.705,1780.96,1713.781
4,16,9,934,94,16,2,779.293,36.528,2509.7,2414.883
4,16,10,977,100,18,1,965.288,48.231,2950.173,2836.256
4,16,11,997,104,19,1,1081.772,52.978,3228.361,3101.453
4,16,12,1003,105,20,1,1120.736,55.339,3302.491,3171.999
4,16,13,996,103,21,1,1078.762,55.288,3179.094,3054.539
4,16,14,971,101,22,1,959.232,52.891,2859.454,2749.618
4,16,15,925,95,21,1,771.361,46.414,2361.68,2272.876
4,16,16,845,85,20,1,535.245,38.031,1659.695,1596.636
4,16,17,698,67,18,0,274.068,31.255,786.803,749.368
4,16,18,344,34,15,0,47.747,17.437,125.339,102.604
4,16,19,0,0,13,1,0,13,0,0
4,16,20,0,0,13,0,0,13,0,0
4,16,21,0,0,13,0,0,13,0,0
4,16,22,0,0,12,0,0,12,0,0
4,16,23,0,0,10,0,0,10,0,0
4,17,0,0,0,8,1,0,8,0,0
4,17,1,0,0,6,1,0,6,0,0
4,17,2,0,0,5,1,0,5,0,0
4,17,3,0,0,5,1,0,5,0,0
4,17,4,0,0,4,1,0,4,0,0
4,17,5,0,0,5,1,0,5,0,0
4,17,6,364,34,9,1,49.98,8.032,133.904,111.005
4,17,7,707,67,14,1,280.592,21.039,848.531,809.516
4,17,8,846,87,17,1,541.956,33.18,1723.629,1658.415
4,17,9,918,101,20,1,776.151,43.946,2407.98,2317.316
4,17,10,962,107,22,1,960.334,51.798,2879.915,2769.165
4,17,11,986,109,23,2,1076.866,51.701,3235.94,3108.667
4,17,12,995,108,24,2,1116.108,53.89,3314.984,3183.883
4,17,13,987,107,24,2,1074.274,53.004,3205.515,3079.7
4,17,14,972,100,24,2,958.998,50.135,2901.375,2789.663
4,17,15,933,92,23,2,773.934,44.354,2394.96,2304.821
4,17,16,864,80,22,2,539.966,36.989,1682.193,1618.379
4,17,17,728,62,19,1,278.645,28.372,807.811,769.842
4,17,18,389,32,15,0,47.424,17.443,119.158,96.542
4,17,19,0,0,12,1,0,12,0,0
4,17,20,0,0,12,1,0,12,0,0
4,17,21,0,0,12,1,0,12,0,0
4,17,22,0,0,12,1,0,12,0,0
4,17,23,0,0,11,1,0,11,0,0
4,18,0,0,0,11,1,0,11,0,0
4,18,1,0,0,10,1,0,10,0,0
4,18,2,0,0,9,1,0,9,0,0
4,18,3,0,0,8,1,0,8,0,0
4,18,4,0,0,7,1,0,7,0,0
4,18,5,0,0,7,1,0,7,0,0
4,18,6,275,37,10,1,48.035,8.99,137.504,114.536
4,18,7,737,63,15,0,287.712,24.658,853.964,814.809
4,18,8,871,79,19,1,548.262,35.346,1724.578,1659.332
4,18,9,941,89,22,2,781.528,42.385,2444.007,2351.883
4,18,10,977,95,23,2,961.761,48.437,2936.323,2823.033
4,18,11,996,99,24,3,1076.605,49.54,3272.744,3143.696
4,18,12,558,401,25,4,990.519,46.757,3056.098,2937.319
4,18,13,474,424,25,4,910.627,44.962,2835.71,2726.929
4,18,14,552,327,25,4,829.924,43.151,2605.917,2507.081
4,18,15,728,174,24,4,714.424,39.62,2268.277,2183.163
4,18,16,700,115,23,3,489.875,34.829,1549.353,1489.924
4,18,17,125,129,21,2,161.474,25.232,530.898,499.633
4,18,18,296,36,16,1,46.703,16.006,129.334,106.523
4,18,19,0,0,13,1,0,13,0,0
4,18,20,0,0,12,1,0,12,0,0
4,18,21,0,0,12,1,0,12,0,0
4,18,22,0,0,12,1,0,12,0,0
4,18,23,0,0,12,1,0,12,0,0
4,19,0,0,0,12,1,0,12,0,0
4,19,1,0,0,12,0,0,12,0,0
4,19,2,0,0,12,0,0,12,0,0
4,19,3,0,0,12,0,0,12,0,0
4,19,4,0,0,12,0,0,12,0,0
4,19,5,0,0,12,0,0,12,0,0
4,19,6,383,35,15,0,53.623,13.427,138.115,115.135
4,19,7,711,64,18,1,282.277,25.128,838.859,800.095
4,19,8,847,81,21,2,538.935,34.469,1703.825,1639.282
4,19,9,918,91,23,2,767.982,42.989,2394.597,2304.472
4,19,10,957,98,25,2,948.121,49.976,2871.25,2760.888
4,19,11,958,113,26,3,1054.714,50.949,3182.23,3057.525
4,19,12,956,120,26,3,1089.783,51.944,3271.057,3142.09
4,19,13,939,123,27,3,1044.275,51.989,3133.135,3010.754
4,19,14,924,112,27,3,929.335,49.38,2823.048,2714.829
4,19,15,872,108,26,3,748.981,44.159,2320.849,2233.667
4,19,16,597,145,25,3,465.831,36.344,1467.834,1411.014
4,19,17,304,118,23,2,204.893,28.327,636.998,603.248
4,19,18,102,40,19,1,40.717,19.117,130.802,107.963
4,19,19,0,0,16,1,0,16,0,0
4,19,20,0,0,14,1,0,14,0,0
4,19,21,0,0,13,1,0,13,0,0
4,19,22,0,0,12,1,0,12,0,0
4,19,23,0,0,12,1,0,12,0,0
4,20,0,0,0,12,1,0,12,0,0
4,20,1,0,0,11,1,0,11,0,0
4,20,2,0,0,11,2,0,11,0,0
4,20,3,0,0,10,2,0,10,0,0
4,20,4,0,0,9,2,0,9,0,0
4,20,5,0,0,10,2,0,10,0,0
4,20,6,374,38,12,2,56.817,11.523,150.824,127.598
4,20,7,708,68,16,3,286.709,21.416,870.189,830.612
4,20,8,851,84,19,3,545.449,31.113,1753.886,1687.638
4,20,9,925,93,22,2,776.21,42.245,2429.775,2338.229
4,20,10,968,98,24,1,958.518,53.611,2846.599,2737.335
4,20,11,994,98,26,0,1074.487,65.613,2987.421,2871.806
4,20,12,1002,98,27,0,1113.2,68.081,3051.183,2932.632
4,20,13,997,96,28,0,1072.424,68.041,2939.563,2826.127
4,20,14,977,92,29,0,954.689,65.541,2651.146,2550.391
4,20,15,939,85,28,1,770.689,52.971,2278.445,2192.933
4,20,16,869,75,27,1,536.595,44.816,1605.838,1544.564
4,20,17,735,60,24,1,279.027,33.328,788.971,751.481
4,20,18,408,33,20,1,49.384,20.82,121.017,98.365
4,20,19,0,0,17,1,0,17,0,0
4,20,20,0,0,16,1,0,16,0,0
4,20,21,0,0,16,1,0,16,0,0
4,20,22,0,0,15,1,0,15,0,0
4,20,23,0,0,14,1,0,14,0,0
4,21,0,0,0,13,1,0,13,0,0
4,21,1,0,0,12,1,0,12,0,0
4,21,2,0,0,11,1,0,11,0,0
4,21,3,0,0,10,1,0,10,0,0
4,21,4,0,0,10,1,0,10,0,0
4,21,5,0,0,11,1,0,11,0,0
4,21,6,470,33,15,1,58.706,14.483,139.545,116.538
4,21,7,767,58,20,1,296.042,27.599,866.991,827.497
4,21,8,890,72,24,1,554.345,40.441,1700.644,1636.209
4,21,9,953,81,27,1,785.134,50.904,2348.66,2260.375
4,21,10,987,88,28,1,965.434,57.564,2805.588,2698.139
4,21,11,1000,95,29,1,1077.555,62.056,3057.853,2938.993
4,21,12,1004,97,30,2,1114.273,59.492,3208.72,3082.752
4,21,13,995,97,31,2,1071.477,59.533,3084.181,2964.095
4,21,14,972,94,31,2,952.291,56.624,2781.409,2675.023
4,21,15,931,89,30,2,768.99,50.962,2298.282,2211.991
4,21,16,858,79,29,2,535.663,43.739,1612.763,1551.262
4,21,17,720,63,26,1,277.75,35.277,780.051,742.787
4,21,18,394,34,21,1,49.785,21.851,123.189,100.496
4,21,19,0,0,18,1,0,18,0,0
4,21,20,0,0,17,1,0,17,0,0
4,21,21,0,0,17,1,0,17,0,0
4,21,22,0,0,17,1,0,17,0,0
4,21,23,0,0,17,1,0,17,0,0
4,22,0,0,0,16,1,0,16,0,0
4,22,1,0,0,15,1,0,15,0,0
4,22,2,0,0,14,1,0,14,0,0
4,22,3,0,0,13,1,0,13,0,0
4,22,4,0,0,11,1,0,11,0,0
4,22,5,0,0,12,1,0,12,0,0
4,22,6,415,38,16,1,60.967,15.589,153.934,130.648
4,22,7,721,69,21,1,294.272,28.562,865.876,826.411
4,22,8,852,86,26,1,550.458,42.28,1675.77,1612.172
4,22,9,921,98,29,1,780.398,52.672,2313.162,2226.284
4,22,10,959,107,30,1,961.259,59.311,2766.539,2660.804
4,22,11,995,102,31,2,1080.342,59.344,3113.096,2991.658
4,22,12,999,104,32,2,1116.639,61.442,3180.356,3055.74
4,22,13,990,103,32,3,1072.81,57.464,3123.877,3001.932
4,22,14,978,94,32,3,957.393,54.889,2823.097,2714.875
4,22,15,937,89,31,3,773.214,49.648,2327.136,2239.705
4,22,16,865,79,30,3,539.31,43.041,1629.54,1567.484
4,22,17,727,64,26,2,280.95,33.579,795.991,758.323
4,22,18,404,35,21,1,51.388,21.919,127.012,104.245
4,22,19,0,0,18,1,0,18,0,0
4,22,20,0,0,18,1,0,18,0,0
4,22,21,0,0,18,1,0,18,0,0
4,22,22,0,0,18,1,0,18,0,0
4,22,23,0,0,18,1,0,18,0,0
4,23,0,0,0,18,1,0,18,0,0
4,23,1,0,0,18,1,0,18,0,0
4,23,2,0,0,17,1,0,17,0,0
4,23,3,0,0,16,1,0,16,0,0
4,23,4,0,0,15,1,0,15,0,0
4,23,5,0,0,15,1,0,15,0,0
4,23,6,233,53,17,1,62.683,16.678,186.852,162.922
4,23,7,565,102,21,1,278.709,28.083,843.48,804.596
4,23,8,748,121,24,1,531.216,39.692,1644.488,1581.935
4,23,9,848,129,27,2,762.456,46.714,2334.052,2246.348
4,23,10,906,132,28,3,940.666,49.977,2849.082,2739.707
4,23,11,953,121,29,3,1059.332,53.915,3145.449,3022.488
4,23,12,952,127,30,3,1093.152,55.859,3212.049,3085.922
4,23,13,933,131,30,4,1046.194,52.767,3125.761,3003.728
4,23,14,517,348,29,4,818.379,47.09,2517.812,2422.658
4,23,15,407,291,28,4,590.816,40.98,1867.84,1797.625
4,23,16,522,169,27,3,447.419,37.54,1405.64,1350.769
4,23,17,423,106,25,2,229.937,30.948,691.225,656.165
4,23,18,6,40,21,1,37.552,21.2,130.579,107.744
4,23,19,0,0,18,1,0,18,0,0
4,23,20,0,0,16,1,0,16,0,0
4,23,21,0,0,14,0,0,14,0,0
4,23,22,0,0,13,0,0,13,0,0
4,23,23,0,0,12,0,0,12,0,0
4,24,0,0,0,12,1,0,12,0,0
4,24,1,0,0,12,1,0,12,0,0
4,24,2,0,0,12,1,0,12,0,0
4,24,3,0,0,11,1,0,11,0,0
4,24,4,0,0,10,1,0,10,0,0
4,24,5,0,0,10,1,0,10,0,0
4,24,6,480,38,13,1,67.052,12.711,164.648,141.153
4,24,7,782,63,18,1,309.756,26.06,919.441,878.568
4,24,8,905,76,21,2,570.238,35.358,1796.68,1728.956
4,24,9,964,86,23,3,801.259,41.58,2517.253,2422.122
4,24,10,1004,89,25,3,983.325,48.098,3007.854,2891.302
4,24,11,1011,100,26,3,1094.382,51.889,3285.34,3155.682
4,24,12,1013,102,27,4,1128.663,51.523,3395.436,3260.379
4,24,13,1004,102,28,3,1085.103,53.916,3221.852,3095.255
4,24,14,985,97,28,3,966.312,51.243,2906.202,2794.273
4,24,15,937,93,27,3,777.13,45.846,2386.317,2296.525
4,24,16,860,83,26,2,540.79,40.94,1652.306,1589.493
4,24,17,410,114,23,1,233.75,30.971,706.312,670.883
4,24,18,397,37,20,1,53.261,20.709,134.285,111.378
4,24,19,0,0,17,1,0,17,0,0
4,24,20,0,0,16,1,0,16,0,0
4,24,21,0,0,16,1,0,16,0,0
4,24,22,0,0,15,1,0,15,0,0
4,24,23,0,0,14,1,0,14,0,0
4,25,0,0,0,14,1,0,14,0,0
4,25,1,0,0,13,1,0,13,0,0
4,25,2,0,0,13,1,0,13,0,0
4,25,3,0,0,12,1,0,12,0,0
4,25,4,0,0,12,0,0,12,0,0
4,25,5,0,0,13,0,0,13,0,0
4,25,6,0,45,15,0,42.041,12.905,152.7,129.438
4,25,7,6,117,17,0,112.797,19.209,397.11,368.827
4,25,8,64,234,19,0,261.987,28.281,881.59,841.715
4,25,9,74,330,20,1,379.731,31.153,1265.56,1214.948
4,25,10,56,388,22,1,435.71,35.348,1424.342,1368.889
4,25,11,117,478,23,0,595.019,46.042,1842.666,1773.338
4,25,12,86,480,24,0,570.182,47.169,1755.419,1689.118
4,25,13,84,459,25,1,542.53,42.226,1713.553,1648.681
4,25,14,22,305,24,1,314.308,34.418,1032.271,988.346
4,25,15,54,310,24,1,343.953,34.282,1129.132,1082.491
4,25,16,15,183,23,1,182.752,28.459,616.629,583.364
4,25,17,0,81,21,0,76.862,23.59,265.909,240.391
4,25,18,0,25,18,0,23.699,16.375,84.751,62.786
4,25,19,0,0,16,0,0,16,0,0
4,25,20,0,0,15,1,0,15,0,0
4,25,21,0,0,14,1,0,14,0,0
4,25,22,0,0,13,1,0,13,0,0
4,25,23,0,0,12,1,0,12,0,0
4,26,0,0,0,12,1,0,12,0,0
4,26,1,0,0,11,1,0,11,0,0
4,26,2,0,0,11,1,0,11,0,0
4,26,3,0,0,12,2,0,12,0,0
4,26,4,0,0,12,2,0,12,0,0
4,26,5,0,0,12,2,0,12,0,0
4,26,6,0,5,12,2,4.727,10.06,17.386,0
4,26,7,22,128,12,3,128.204,13.385,460.53,430.854
4,26,8,65,236,12,3,264.432,17.047,937.533,896.179
4,26,9,0,50,12,4,47.543,12.04,173.347,149.682
4,26,10,5,136,12,4,134.464,13.505,487.065,456.795
4,26,11,935,127,13,4,1048.365,34.508,3441.521,3304.171
4,26,12,1,117,15,4,113.01,18.23,400.751,372.389
4,26,13,0,110,16,4,105.159,17.05,374.914,347.11
4,26,14,978,91,16,4,953.553,35.371,3111.819,2990.441
4,26,15,337,319,16,4,567.496,28.888,1905.784,1834.221
4,26,16,178,243,15,4,332.282,22.015,1142.817,1095.786
4,26,17,722,66,14,3,282.109,20.017,854.372,815.207
4,26,18,411,38,11,2,55.299,11.496,144.471,121.368
4,26,19,0,0,9,1,0,9,0,0
4,26,20,0,0,8,1,0,8,0,0
4,26,21,0,0,7,0,0,7,0,0
4,26,22,0,0,7,0,0,7,0,0
4,26,23,0,0,6,0,0,6,0,0
4,27,0,0,0,6,0,0,6,0,0
4,27,1,0,0,6,0,0,6,0,0
4,27,2,0,0,6,0,0,6,0,0
4,27,3,0,0,5,0,0,5,0,0
4,27,4,0,0,4,0,0,4,0,0
4,27,5,0,0,5,0,0,5,0,0
4,27,6,451,42,8,1,71.435,7.748,185.543,161.639
4,27,7,734,69,12,1,304.212,19.909,937.188,895.843
4,27,8,857,85,15,0,557.341,36.342,1750.725,1684.586
4,27,9,923,95,17,0,782.737,46.965,2392.403,2302.367
4,27,10,958,102,20,0,957.586,56.083,2806.011,2698.543
4,27,11,988,100,22,0,1072.422,61.967,3044.88,2926.621
4,27,12,991,103,23,1,1107.39,57.692,3221.093,3094.533
4,27,13,985,101,24,1,1065.071,57.625,3098.573,2977.815
4,27,14,966,97,25,2,949.111,50.82,2860.929,2751.027
4,27,15,924,92,24,2,766.344,45.1,2362.333,2273.502
4,27,16,854,81,23,2,535.575,37.833,1662.154,1599.013
4,27,17,725,65,21,1,282.192,30.439,813.336,775.227
4,27,18,413,38,17,1,55.595,17.978,140.596,117.568
4,27,19,0,0,14,1,0,14,0,0
4,27,20,0,0,13,1,0,13,0,0
4,27,21,0,0,12,1,0,12,0,0
4,27,22,0,0,11,1,0,11,0,0
4,27,23,0,0,11,1,0,11,0,0
4,28,0,0,0,10,1,0,10,0,0
4,28,1,0,0,9,1,0,9,0,0
4,28,2,0,0,9,1,0,9,0,0
4,28,3,0,0,9,1,0,9,0,0
4,28,4,0,0,9,1,0,9,0,0
4,28,5,0,0,9,2,0,9,0,0
4,28,6,337,44,10,3,65.446,9.793,180.99,157.175
4,28,7,402,121,12,3,247.484,16.468,810.776,772.732
4,28,8,796,107,14,3,547.396,26.116,1810.64,1742.431
4,28,9,877,117,17,2,774.664,37.386,2487.555,2393.65
4,28,10,925,121,20,1,948.204,49.604,2877.739,2767.087
4,28,11,962,116,23,0,1063.613,62.571,3009.515,2892.887
4,28,12,961,123,24,0,1097.636,64.931,3064.369,2945.206
4,28,13,951,124,25,0,1055.48,64.825,2947.956,2834.139
4,28,14,955,105,26,1,947.553,56.197,2774.123,2668.056
4,28,15,915,98,25,1,765.89,49.98,2301.334,2214.923
4,28,16,837,89,24,2,534.858,38.794,1653.25,1590.405
4,28,17,690,74,22,1,279.902,31.357,808.552,770.564
4,28,18,360,43,17,1,57.756,18.038,155.049,131.742
4,28,19,0,0,14,1,0,14,0,0
4,28,20,0,0,12,1,0,12,0,0
4,28,21,0,0,11,1,0,11,0,0
4,28,22,0,0,11,1,0,11,0,0
4,28,23,0,0,10,1,0,10,0,0
4,29,0,0,0,9,1,0,9,0,0
4,29,1,0,0,9,1,0,9,0,0
4,29,2,0,0,8,1,0,8,0,0
4,29,3,0,0,7,1,0,7,0,0
4,29,4,0,0,7,1,0,7,0,0
4,29,5,0,0,8,1,0,8,0,0
4,29,6,430,47,11,1,76.167,10.973,201.823,177.597
4,29,7,719,77,15,1,308.471,23.062,942.095,900.62
4,29,8,850,95,20,0,565.512,41.417,1733.697,1668.14
4,29,9,921,106,22,1,793.764,46.431,2433.476,2341.78
4,29,10,960,114,24,2,972.333,49.679,2949.773,2835.874
4,29,11,982,117,25,2,1084.189,53.792,3221.457,3094.879
4,29,12,987,119,26,3,1119.526,52.653,3347.521,3214.827
4,29,13,979,117,26,3,1075.254,51.769,3229.894,3102.912
4,29,14,958,112,26,3,957.127,49.093,2911.823,2799.641
4,29,15,917,104,25,3,773.33,43.791,2400.443,2310.083
4,29,16,844,92,24,3,541.606,37.147,1688.305,1624.286
4,29,17,706,74,22,2,284.841,29.676,828.958,790.448
4,29,18,396,42,18,1,58.929,19.119,152.949,129.682
4,29,19,0,0,14,1,0,14,0,0
4,29,20,0,0,13,1,0,13,0,0
4,29,21,0,0,12,1,0,12,0,0
4,29,22,0,0,12,1,0,12,0,0
4,29,23,0,0,12,1,0,12,0,0
4,30,0,0,0,12,1,0,12,0,0
4,30,1,0,0,12,1,0,12,0,0
4,30,2,0,0,12,1,0,12,0,0
4,30,3,0,0,12,0,0,12,0,0
4,30,4,0,0,12,0,0,12,0,0
4,30,5,0,0,13,0,0,13,0,0
4,30,6,453,46,15,0,77.734,14.571,199.202,175.028
4,30,7,732,75,19,0,311.615,29.852,921.102,880.185
4,30,8,857,92,22,1,567.079,38.926,1760.537,1694.061
4,30,9,921,104,23,2,792.273,43.674,2463.975,2371.037
4,30,10,955,112,25,3,966.106,47.699,2961.76,2847.316
4,30,11,970,118,26,3,1073.475,51.397,3231.152,3104.109
4,30,12,968,123,26,3,1104.294,52.299,3308.279,3177.505
4,30,13,953,125,27,3,1057.897,52.316,3168.407,3044.359
4,30,14,944,112,26,3,944.651,48.781,2878.624,2767.932
4,30,15,897,107,25,3,761.807,43.505,2368.314,2279.245
4,30,16,813,98,24,3,531.409,36.886,1659.922,1596.855
4,30,17,0,66,5,0,62.683,11.067,229.536,204.756
4,30,18,35,49,4,0,46.78,2.852,172.219,148.577
4,30,19,0,0,4,0,0,4,0,0
4,30,20,0,0,3,0,0,3,0,0
4,30,21,0,0,3,0,0,3,0,0
4,30,22,0,0,2,0,0,2,0,0
4,30,23,0,0,1,0,0,1,0,0
5,1,0,0,0,1,0,0,1,0,0
5,1,1,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,0,0,0,0
5,1,3,0,0,0,0,0,0,0,0
5,1,4,0,0,0,0,0,0,0,0
5,1,5,0,0,0,0,0,0,0,0
5,1,6,373,45,3,1,70.949,2.647,198.331,174.173
5,1,7,6,122,6,1,117.451,7.713,435.319,406.201
5,1,8,95,251,9,1,295.211,16.876,1045.865,1001.564
5,1,9,86,343,11,2,400.761,21.005,1401.127,1346.397
5,1,10,88,413,13,2,488.29,25.654,1672.553,1609.063
5,1,11,418,399,15,2,829.193,36.66,2693.384,2590.821
5,1,12,374,457,16,3,851.604,36.533,2768.139,2662.333
5,1,13,195,488,17,3,686.373,33.783,2261.416,2176.569
5,1,14,9,159,18,3,160.061,22.021,557.744,525.86
5,1,15,538,260,17,2,657.289,33.204,2157.873,2077.015
5,1,16,845,90,16,2,540.158,30.771,1737.153,1671.478
5,1,17,323,127,14,1,218.932,21.569,703.623,668.26
5,1,18,442,41,10,1,60.993,10.701,158.54,135.165
5,1,19,0,0,7,1,0,7,0,0
5,1,20,0,0,6,1,0,6,0,0
5,1,21,0,0,6,1,0,6,0,0
5,1,22,0,0,6,1,0,6,0,0
5,1,23,0,0,6,0,0,6,0,0
5,2,0,0,0,5,0,0,5,0,0
5,2,1,0,0,5,0,0,5,0,0
5,2,2,0,0,4,0,0,4,0,0
5,2,3,0,0,4,0,0,4,0,0
5,2,4,0,0,4,0,0,4,0,0
5,2,5,0,0,4,0,0,4,0,0
5,2,6,503,44,7,0,81.399,6.374,208.827,184.461
5,2,7,766,69,10,0,319.486,21.251,981.64,939.099
5,2,8,882,84,13,1,573.492,30.425,1856.058,1786.259
5,2,9,944,94,16,2,800.047,37.144,2571.757,2474.357
5,2,10,978,100,17,3,974.56,40.205,3105.453,2984.373
5,2,11,994,104,18,3,1082.453,43.97,3388.003,3253.314
5,2,12,998,106,19,4,1116.625,43.556,3502.923,3333.333
5,2,13,990,105,20,4,1072.778,43.683,3362.526,3229.094
5,2,14,970,101,20,4,955.591,41.187,3028.863,2911.344
5,2,15,933,93,19,4,773.292,36.192,2493.941,2399.773
5,2,16,866,83,18,4,544.113,29.995,1755.289,1688.993
5,2,17,266,135,16,3,209.445,20.828,683.641,648.766
5,2,18,313,47,13,2,58.6,13.352,166.377,142.849
5,2,19,0,0,11,1,0,11,0,0
5,2,20,0,0,10,1,0,10,0,0
5,2,21,0,0,10,1,0,10,0,0
5,2,22,0,0,9,2,0,9,0,0
5,2,23,0,0,8,2,0,8,0,0
5,3,0,0,0,7,1,0,7,0,0
5,3,1,0,0,6,1,0,6,0,0
