PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,10,8,905,80,29,2,580.686,43.616,1759.211,1692.78
6,10,9,958,88,30,3,795.983,48.339,2414.551,2323.622
6,10,10,989,93,31,4,964.002,51.549,2894.598,2783.19
6,10,11,1007,95,32,4,1070.687,54.97,3160.651,3036.97
6,10,12,1014,95,33,4,1107.224,56.859,3235.378,3108.132
6,10,13,1009,94,33,4,1070.289,56.188,3138.379,3015.751
6,10,14,995,90,33,4,963.696,53.993,2855.495,2745.835
6,10,15,966,85,32,4,795.36,49.419,2398.134,2307.867
6,10,16,916,78,31,3,580.715,45.014,1744.571,1678.642
6,10,17,830,65,30,2,337.981,39.193,951.037,909.322
6,10,18,649,48,26,1,107.047,29.104,240.362,215.363
6,10,19,143,12,21,1,8.601,19.597,30.309,9.352
6,10,20,0,0,19,1,0,19,0,0
6,10,21,0,0,18,1,0,18,0,0
6,10,22,0,0,17,1,0,17,0,0
6,10,23,0,0,16,1,0,16,0,0
6,11,0,0,0,16,1,0,16,0,0
6,11,1,0,0,16,1,0,16,0,0
6,11,2,0,0,16,0,0,16,0,0
6,11,3,0,0,17,0,0,17,0,0
6,11,4,0,0,17,0,0,17,0,0
6,11,5,145,13,18,0,9.393,14.741,33.837,12.816
6,11,6,641,47,21,1,108.186,22.356,251.318,226.097
6,11,7,822,63,24,2,336.905,31.665,986.395,943.726
6,11,8,914,72,26,3,577.058,38.91,1789.369,1721.899
6,11,9,963,80,28,4,790.977,44.667,2445.526,2353.341
6,11,10,991,85,29,4,957.131,49.445,2906.358,2794.422
6,11,11,1001,92,30,4,1061.491,52.829,3170.192,3046.059
6,11,12,1004,94,31,4,1096.073,54.68,3241.37,3113.836
6,11,13,999,94,32,4,1060.675,55.005,3130.464,3008.209
6,11,14,983,90,32,4,953.47,52.793,2843.671,2734.537
6,11,15,950,87,31,4,786.153,48.227,2385.567,2295.805
6,11,16,891,81,30,4,570.695,42.49,1737.785,1672.088
6,11,17,791,71,29,3,331.689,36.84,948.532,906.883
6,11,18,593,52,25,2,103.835,27.231,241.564,216.541
6,11,19,99,13,21,1,9.953,19.624,35.069,14.025
6,11,20,0,0,19,1,0,19,0,0
6,11,21,0,0,17,1,0,17,0,0
6,11,22,0,0,16,1,0,16,0,0
6,11,23,0,0,16,1,0,16,0,0
6,12,0,0,0,16,1,0,16,0,0
6,12,1,0,0,16,1,0,16,0,0
6,12,2,0,0,16,1,0,16,0,0
6,12,3,0,0,16,1,0,16,0,0
6,12,4,0,0,15,1,0,15,0,0
6,12,5,59,13,16,1,9.929,13.939,35.896,14.837
6,12,6,530,60,19,1,106.498,20.246,269.965,244.363
6,12,7,733,84,23,2,325.612,30.355,969.353,927.145
6,12,8,840,98,25,3,561.545,37.534,1756.621,1690.28
6,12,9,896,110,26,4,771.205,42.257,2415.049,2324.099
6,12,10,927,120,27,4,935.632,47.016,2877.903,2767.244
6,12,11,956,118,28,4,1043.676,50.488,3156.451,3032.969
6,12,12,960,121,28,5,1078.942,49.327,3283.993,3154.4
6,12,13,949,123,29,5,1041.397,49.674,3163.241,3039.438
6,12,14,935,115,29,5,936.804,47.637,2872.035,2761.637
6,12,15,899,109,28,4,771.222,44.936,2381.727,2292.12
6,12,16,832,101,27,4,558.772,39.226,1733.003,1667.469
6,12,17,734,83,26,3,323.661,33.606,946.995,905.388
6,12,18,530,59,23,2,104.583,25.183,257.997,232.641
6,12,19,52,13,20,1,11.16,18.631,39.504,18.379
6,12,20,0,0,18,1,0,18,0,0
6,12,21,0,0,16,1,0,16,0,0
6,12,22,0,0,15,1,0,15,0,0
6,12,23,0,0,14,1,0,14,0,0
6,13,0,0,0,14,0,0,14,0,0
6,13,1,0,0,14,0,0,14,0,0
6,13,2,0,0,14,0,0,14,0,0
6,13,3,0,0,14,0,0,14,0,0
6,13,4,0,0,15,0,0,15,0,0
6,13,5,55,13,16,0,11.162,12.748,40.57,19.425
6,13,6,517,60,18,1,104.817,19.169,268.184,242.619
6,13,7,718,85,21,2,321.051,28.214,966.215,924.091
6,13,8,840,94,23,3,556.972,35.431,1759.936,1693.481
6,13,9,893,105,24,4,763.494,40.116,2416.842,2325.82
6,13,10,925,114,25,4,927.459,44.881,2884.627,2773.667
6,13,11,942,121,27,5,1032.796,47.272,3177.187,3052.722
6,13,12,949,128,28,5,1074.705,49.23,3272.778,3143.728
6,13,13,618,372,28,5,978.879,47.481,3008.235,2891.666
6,13,14,974,110,27,6,966.229,44.16,3016.381,2899.437
6,13,15,953,104,26,5,806.322,42.017,2527.609,2432.05
6,13,16,902,95,24,5,591.788,35.629,1867.385,1797.186
6,13,17,811,78,22,4,346.594,29.379,1031.24,987.344
6,13,18,618,56,19,3,111.32,20.978,269.051,243.468
6,13,19,98,14,16,2,10.734,14.725,38.673,17.563
6,13,20,0,0,14,2,0,14,0,0
6,13,21,0,0,12,2,0,12,0,0
6,13,22,0,0,11,2,0,11,0,0
6,13,23,0,0,10,2,0,10,0,0
6,14,0,0,0,9,2,0,9,0,0
6,14,1,0,0,9,2,0,9,0,0
6,14,2,0,0,8,2,0,8,0,0
6,14,3,0,0,8,2,0,8,0,0
6,14,4,0,0,8,2,0,8,0,0
6,14,5,124,14,9,2,10.228,7.192,38.094,16.994
6,14,6,481,56,13,3,97.072,13.648,254.453,229.169
6,14,7,829,70,16,3,344.342,22.901,1052.178,1007.702
6,14,8,922,81,19,3,588.511,32.255,1886.045,1815.185
6,14,9,971,90,22,3,805.099,40.733,2539.801,2443.735
6,14,10,1002,95,24,2,975.325,49.782,2956.228,2842.036
6,14,11,1020,96,26,1,1082.758,59.458,3117.77,2996.113
6,14,12,1023,97,27,1,1117.484,61.647,3178.925,3054.377
6,14,13,1021,94,28,0,1082.075,68.317,2961.015,2846.605
6,14,14,1011,87,29,0,975.821,66.167,2699.948,2597.102
6,14,15,983,82,29,0,806.816,60.939,2284.159,2198.422
6,14,16,935,74,28,0,589.84,52.767,1701.279,1636.822
6,14,17,855,62,27,0,347.836,42.877,961.812,919.807
6,14,18,681,46,23,1,111.115,26.224,249.291,224.111
6,14,19,184,14,19,1,10.233,17.601,36.391,15.323
6,14,20,0,0,17,1,0,17,0,0
6,14,21,0,0,17,1,0,17,0,0
6,14,22,0,0,17,1,0,17,0,0
6,14,23,0,0,16,0,0,16,0,0
6,15,0,0,0,15,0,0,15,0,0
6,15,1,0,0,14,1,0,14,0,0
6,15,2,0,0,13,1,0,13,0,0
6,15,3,0,0,11,1,0,11,0,0
6,15,4,0,0,10,1,0,10,0,0
6,15,5,161,13,12,1,9.406,9.796,34.636,13.6
6,15,6,667,46,17,1,108.168,18.243,252.226,226.987
6,15,7,845,63,22,1,343.629,31.321,1005.649,962.454
6,15,8,935,73,26,1,587.007,43.539,1776.66,1709.629
6,15,9,984,80,28,1,803.921,52.497,2384.254,2294.546
6,15,10,1012,85,30,2,973.458,55.459,2861.366,2751.445
6,15,11,1028,88,31,2,1082.077,59.416,3116.525,2994.926
6,15,12,1033,89,32,2,1119.28,61.508,3186.551,3061.64
6,15,13,1029,88,32,3,1083.847,57.706,3151.583,3028.332
6,15,14,1014,85,32,3,976.758,55.33,2873.219,2762.768
6,15,15,986,80,31,3,807.537,50.445,2421.916,2330.689
6,15,16,938,73,30,3,591.183,44.285,1783.504,1716.237
6,15,17,853,62,29,2,347.932,38.475,984.492,941.874
6,15,18,678,46,24,1,111.48,27.251,249.384,224.203
6,15,19,184,13,19,1,9.385,17.576,33.381,12.368
6,15,20,0,0,18,1,0,18,0,0
6,15,21,0,0,18,1,0,18,0,0
6,15,22,0,0,18,1,0,18,0,0
6,15,23,0,0,18,1,0,18,0,0
6,16,0,0,0,17,1,0,17,0,0
6,16,1,0,0,16,1,0,16,0,0
6,16,2,0,0,15,1,0,15,0,0
6,16,3,0,0,13,1,0,13,0,0
6,16,4,0,0,13,1,0,13,0,0
6,16,5,128,13,15,1,9.396,12.883,34.132,13.106
6,16,6,646,49,19,1,108.455,20.306,255.339,230.036
6,16,7,833,66,24,1,340.518,33.235,987.749,945.043
6,16,8,926,77,28,0,585.408,49.951,1713.548,1648.676
6,16,9,977,84,30,1,802.228,54.355,2355.38,2266.826
6,16,10,1006,89,32,2,971.777,57.331,2827.084,2718.686
6,16,11,1021,91,33,2,1078.048,61.216,3073.577,2953.986
6,16,12,1022,92,34,3,1111.256,60.127,3188.478,3063.476
6,16,13,1012,92,34,3,1071.616,59.352,3087.53,2967.288
6,16,14,993,89,34,3,962.774,56.941,2807.145,2699.627
6,16,15,957,85,33,3,791.841,52.028,2355.077,2266.536
6,16,16,900,79,32,3,576.949,45.915,1727.162,1661.828
6,16,17,803,68,31,2,336.345,40.145,947.437,905.819
6,16,18,613,50,27,1,107.142,30.122,243.26,218.202
6,16,19,126,14,22,1,10.187,20.687,35.719,14.663
6,16,20,0,0,21,1,0,21,0,0
6,16,21,0,0,21,1,0,21,0,0
6,16,22,0,0,21,1,0,21,0,0
6,16,23,0,0,21,1,0,21,0,0
6,17,0,0,0,21,1,0,21,0,0
6,17,1,0,0,20,1,0,20,0,0
6,17,2,0,0,20,1,0,20,0,0
6,17,3,0,0,19,1,0,19,0,0
6,17,4,0,0,19,1,0,19,0,0
6,17,5,119,12,20,0,8.573,16.838,30.595,9.633
6,17,6,610,49,23,0,104.379,24.613,243.484,218.422
6,17,7,796,68,27,0,329.61,38.764,931.656,890.459
6,17,8,889,80,31,1,567.537,47.829,1680.395,1616.642
6,17,9,942,88,32,2,780.076,52.117,2318.363,2231.28
6,17,10,973,94,34,3,947.537,55.998,2776.945,2670.754
6,17,11,988,97,35,3,1052.014,59.561,3027.467,2910.012
6,17,12,992,99,35,3,1088.359,60.55,3115.347,2993.802
6,17,13,985,98,36,4,1051.749,58.709,3041.233,2923.142
6,17,14,966,96,35,4,946.54,55.574,2780.747,2674.39
6,17,15,933,91,34,4,780.776,51.066,2334.513,2246.791
6,17,16,879,83,33,4,570.011,45.46,1711.341,1646.544
6,17,17,786,71,32,3,334.258,39.925,944.795,903.247
6,17,18,605,51,28,2,107.8,30.415,246.224,221.106
6,17,19,143,14,24,1,10.183,22.768,35.365,14.316
6,17,20,0,0,22,1,0,22,0,0
6,17,21,0,0,21,1,0,21,0,0
6,17,22,0,0,20,1,0,20,0,0
6,17,23,0,0,19,1,0,19,0,0
6,18,0,0,0,19,1,0,19,0,0
6,18,1,0,0,18,1,0,18,0,0
6,18,2,0,0,18,1,0,18,0,0
6,18,3,0,0,18,1,0,18,0,0
6,18,4,0,0,18,1,0,18,0,0
6,18,5,127,12,20,0,8.581,16.861,30.618,9.656
6,18,6,605,49,24,0,101.371,25.514,233.478,208.618
6,18,7,784,69,28,2,325.999,35.403,937.28,895.933
6,18,8,875,82,31,3,561.24,43.511,1699.61,1635.21
6,18,9,928,91,32,3,772.282,49.74,2324.601,2237.271
6,18,10,960,96,33,3,937.756,54.795,2766.447,2660.715
6,18,11,976,101,34,4,1044.202,56.343,3059.245,2940.32
6,18,12,981,102,35,4,1080.357,58.224,3133.042,3010.666
6,18,13,975,101,35,4,1045.266,57.591,3041.364,2923.268
6,18,14,956,99,34,4,941.156,54.475,2781.659,2675.262
6,18,15,924,93,33,4,776.698,49.985,2335.94,2248.16
6,18,16,872,84,32,3,567.79,45.676,1703.208,1638.686
6,18,17,781,71,31,3,333.252,38.887,947.605,905.982
6,18,18,308,75,27,2,97.713,29.119,270.292,244.684
6,18,19,145,15,24,1,11.023,22.743,38.287,17.184
6,18,20,0,0,22,1,0,22,0,0
6,18,21,0,0,22,1,0,22,0,0
6,18,22,0,0,21,1,0,21,0,0
6,18,23,0,0,20,1,0,20,0,0
6,19,0,0,0,18,1,0,18,0,0
6,19,1,0,0,17,1,0,17,0,0
6,19,2,0,0,17,1,0,17,0,0
6,19,3,0,0,17,1,0,17,0,0
6,19,4,0,0,17,1,0,17,0,0
6,19,5,102,12,19,0,8.576,15.819,30.746,9.781
6,19,6,581,52,23,0,101.256,24.443,239.201,214.225
6,19,7,772,72,27,1,324.34,35.733,932.031,890.824
6,19,8,867,84,29,2,558.218,43.007,1694.863,1630.623
6,19,9,920,93,31,3,767.878,48.651,2324.699,2237.365
6,19,10,952,98,32,3,932.356,53.694,2767.045,2661.287
6,19,11,967,102,33,3,1036.294,57.259,3020.751,2903.605
6,19,12,972,103,34,3,1072.369,59.213,3092.736,2972.251
6,19,13,966,102,34,3,1037.759,58.549,3003.465,2887.115
6,19,14,948,99,34,4,934.519,54.328,2764.281,2658.645
6,19,15,915,94,33,3,771.614,51.524,2301.785,2215.356
6,19,16,860,85,32,3,562.795,45.553,1689.801,1625.732
6,19,17,766,73,31,3,330.799,38.819,942.688,901.196
6,19,18,582,53,28,2,108.283,30.416,251.466,226.242
6,19,19,126,15,24,1,11.006,22.798,38.216,17.115
6,19,20,0,0,22,1,0,22,0,0
6,19,21,0,0,21,1,0,21,0,0
6,19,22,0,0,20,1,0,20,0,0
6,19,23,0,0,19,1,0,19,0,0
6,20,0,0,0,18,1,0,18,0,0
6,20,1,0,0,18,1,0,18,0,0
6,20,2,0,0,18,1,0,18,0,0
6,20,3,0,0,18,1,0,18,0,0
6,20,4,0,0,17,1,0,17,0,0
6,20,5,0,12,18,1,11.364,16.065,40.695,19.548
6,20,6,412,62,21,1,93.649,21.89,248.131,222.975
6,20,7,716,73,24,2,306.328,30.815,903.64,863.185
6,20,8,768,115,27,2,534.269,40.364,1648.399,1585.717
6,20,9,633,241,30,2,705.953,48.263,2146.409,2065.987
6,20,10,662,293,31,3,877.577,51.39,2638.332,2538.123
6,20,11,928,120,32,3,1016.42,55.749,2987.62,2871.996
6,20,12,926,125,32,3,1048.35,56.729,3065.535,2946.317
6,20,13,914,126,32,3,1011.542,56.005,2969.179,2854.397
6,20,14,901,117,33,3,911.601,54.738,2690.611,2588.167
6,20,15,869,108,33,3,752.173,51.048,2250.1,2165.693
6,20,16,810,98,32,3,548.571,45.191,1652.285,1589.473
6,20,17,712,82,31,3,320.43,38.548,919.359,878.489
6,20,18,520,54,28,2,102.994,30.243,245.497,220.395
6,20,19,0,17,25,1,16.116,23.978,55.653,34.231
6,20,20,0,0,23,1,0,23,0,0
6,20,21,0,0,22,1,0,22,0,0
6,20,22,0,0,20,0,0,20,0,0
6,20,23,0,0,20,0,0,20,0,0
6,21,0,0,0,19,0,0,19,0,0
6,21,1,0,0,19,0,0,19,0,0
6,21,2,0,0,18,0,0,18,0,0
6,21,3,0,0,17,0,0,17,0,0
6,21,4,0,0,17,0,0,17,0,0
6,21,5,0,11,18,0,10.414,14.932,37.485,16.397
6,21,6,318,75,22,1,94.935,22.959,269.407,243.817
6,21,7,643,96,25,1,302.455,33.014,893.139,852.961
6,21,8,770,110,28,1,529.866,43.685,1606.528,1545.232
6,21,9,836,123,31,0,737.156,58.53,2115.97,2036.698
6,21,10,877,130,32,0,897.917,65.156,2499.062,2404.683
6,21,11,902,131,33,1,1002.018,63.592,2818.369,2710.356
6,21,12,420,511,34,2,935.552,58.919,2702.656,2599.693
6,21,13,22,341,35,2,349.906,45.552,1086.38,1040.949
6,21,14,0,35,35,3,33.338,35.529,108.907,86.486
6,21,15,4,133,34,3,129.712,35.984,422.689,393.849
6,21,16,97,278,33,3,318.772,39.558,1013.947,970.526
6,21,17,581,108,31,3,301.408,37.569,883.236,843.318
6,21,18,414,69,28,2,104.956,30.233,272.188,246.541
6,21,19,0,17,25,1,16.116,23.988,55.65,34.228
6,21,20,0,0,23,0,0,23,0,0
6,21,21,0,0,22,0,0,22,0,0
6,21,22,0,0,22,0,0,22,0,0
6,21,23,0,0,22,0,0,22,0,0
6,22,0,0,0,22,0,0,22,0,0
6,22,1,0,0,22,0,0,22,0,0
6,22,2,0,0,21,0,0,21,0,0
6,22,3,0,0,20,0,0,20,0,0
6,22,4,0,0,20,0,0,20,0,0
6,22,5,0,6,21,0,5.673,17.87,20.152,0
6,22,6,25,77,23,1,72.391,23.232,246.169,221.052
6,22,7,78,171,25,2,185.12,28.552,612.286,579.124
6,22,8,464,214,27,2,461.365,38.143,1453.72,1397.346
6,22,9,384,325,28,2,600.427,43.475,1875.239,1804.762
6,22,10,440,407,30,2,793.863,50.593,2397.704,2307.455
6,22,11,372,457,31,1,819.743,56.542,2399.32,2309.006
6,22,12,327,482,32,1,814.207,57.438,2371.596,2282.396
6,22,13,0,113,33,1,108.051,38.45,347.874,320.648
6,22,14,21,310,33,2,316.107,40.251,1008.412,965.143
6,22,15,0,52,33,2,49.475,33.967,162.87,139.41
6,22,16,0,71,32,2,67.499,32.563,223.735,199.071
6,22,17,23,155,31,2,153.474,33.855,501.828,471.225
6,22,18,170,86,28,1,94.428,29.867,284.25,258.355
6,22,19,0,13,24,0,12.312,22.413,42.829,21.642
6,22,20,0,0,23,0,0,23,0,0
6,22,21,0,0,23,0,0,23,0,0
6,22,22,0,0,23,0,0,23,0,0
6,22,23,0,0,23,0,0,23,0,0
6,23,0,0,0,22,0,0,22,0,0
6,23,1,0,0,20,0,0,20,0,0
6,23,2,0,0,19,1,0,19,0,0
6,23,3,0,0,18,1,0,18,0,0
6,23,4,0,0,18,0,0,18,0,0
6,23,5,0,7,19,0,6.621,15.743,23.744,2.907
6,23,6,48,79,22,1,76.14,22.323,255.964,230.649
6,23,7,571,106,25,1,287.465,32.465,857.43,818.185
6,23,8,808,94,27,2,533.447,40.287,1642.934,1580.433
6,23,9,460,302,29,2,636.552,45.568,1965.366,1891.659
6,23,10,376,398,31,2,725.933,50.016,2199.436,2116.988
6,23,11,165,506,32,3,663.72,47.701,2037.551,1961.203
6,23,12,32,414,33,3,440.009,43.549,1380.379,1326.29
6,23,13,126,504,33,3,625.028,47.196,1923.911,1851.699
6,23,14,247,419,32,3,636.809,46.877,1962.291,1888.696
6,23,15,490,306,31,3,668.518,46.619,2053.581,1976.64
6,23,16,192,284,31,3,379.282,40.173,1197.529,1148.919
6,23,17,508,128,30,2,294.969,37.481,874.632,834.939
6,23,18,502,57,27,1,105.088,29.858,255.64,230.331
6,23,19,0,18,25,1,17.067,24.019,58.928,37.444
6,23,20,0,0,23,1,0,23,0,0
6,23,21,0,0,21,1,0,21,0,0
6,23,22,0,0,20,1,0,20,0,0
6,23,23,0,0,20,0,0,20,0,0
6,24,0,0,0,19,0,0,19,0,0
6,24,1,0,0,19,0,0,19,0,0
6,24,2,0,0,19,0,0,19,0,0
6,24,3,0,0,19,1,0,19,0,0
6,24,4,0,0,19,0,0,19,0,0
6,24,5,59,11,20,0,8.378,16.951,29.882,8.933
6,24,6,536,54,24,0,96.241,25.253,231.635,206.812
6,24,7,740,75,27,2,313.602,34.051,908.381,867.802
6,24,8,850,85,29,3,546.803,41.157,1674.859,1611.292
6,24,9,908,93,30,3,756.438,47.387,2304.864,2218.314
6,24,10,466,400,31,4,809.457,48.34,2474.116,2380.763
6,24,11,501,443,32,4,933.394,51.935,2801.345,2694.083
6,24,12,453,494,33,4,951.523,53.503,2832.031,2723.414
6,24,13,400,496,33,4,887.528,52.248,2659.333,2558.229
6,24,14,585,343,33,4,863.938,51.656,2594.31,2495.963
6,24,15,598,264,32,4,708.247,47.459,2164.44,2083.332
6,24,16,545,196,30,4,496.484,40.797,1542.889,1483.669
6,24,17,772,69,28,3,332.043,35.664,962.089,920.077
6,24,18,292,78,25,1,100.272,27.837,282.744,256.88
6,24,19,0,21,23,0,19.73,21.792,68.832,47.164
6,24,20,0,0,21,0,0,21,0,0
6,24,21,0,0,20,0,0,20,0,0
6,24,22,0,0,20,1,0,20,0,0
6,24,23,0,0,20,0,0,20,0,0
6,25,0,0,0,20,0,0,20,0,0
6,25,1,0,0,20,0,0,20,0,0
6,25,2,0,0,20,0,0,20,0,0
6,25,3,0,0,20,0,0,20,0,0
6,25,4,0,0,21,0,0,21,0,0
6,25,5,0,11,21,0,10.415,18.104,36.953,15.875
6,25,6,453,56,22,0,89.889,22.866,228.051,203.3
6,25,7,45,163,25,1,166.968,28.765,555.956,524.113
6,25,8,537,191,28,2,477.806,39.509,1490.709,1433.164
6,25,9,485,298,29,2,650.337,45.75,2005.572,1930.4
6,25,10,412,402,30,2,760.922,49.931,2306.366,2219.756
6,25,11,417,487,30,3,892.686,50.865,2694.647,2592.03
6,25,12,272,510,31,3,787.642,49.824,2391.099,2301.116
6,25,13,289,490,31,3,774.488,49.303,2357.505,2268.867
6,25,14,133,457,30,3,569.406,43.721,1784.063,1716.777
6,25,15,3,126,29,4,122.299,31.597,407.216,378.715
6,25,16,0,90,27,3,85.614,27.954,290.152,264.135
6,25,17,0,119,25,3,112.431,26.449,383.771,355.777
6,25,18,0,57,22,2,53.81,22.071,187.48,163.537
6,25,19,0,6,20,2,5.673,18.491,20.094,0
6,25,20,0,0,19,1,0,19,0,0
6,25,21,0,0,18,1,0,18,0,0
6,25,22,0,0,17,1,0,17,0,0
6,25,23,0,0,17,1,0,17,0,0
6,26,0,0,0,16,1,0,16,0,0
6,26,1,0,0,15,1,0,15,0,0
6,26,2,0,0,14,1,0,14,0,0
6,26,3,0,0,14,0,0,14,0,0
6,26,4,0,0,14,0,0,14,0,0
6,26,5,0,12,15,0,11.365,11.643,41.51,20.348
6,26,6,501,56,18,1,93.839,18.805,237.736,212.79
6,26,7,360,150,21,2,257.058,26.476,814.7,776.556
6,26,8,71,262,23,2,287.848,29.844,961.267,919.277
6,26,9,114,368,25,3,438.501,34.611,1436.085,1380.265
6,26,10,127,449,26,3,554.508,38.634,1782.846,1715.601
6,26,11,80,479,27,3,548.979,39.774,1755.649,1689.341
6,26,12,389,523,28,3,917.002,48.986,2796.207,2689.171
6,26,13,367,460,29,3,820.193,48.64,2505.375,2410.736
6,26,14,931,99,29,3,922.526,50.676,2783.37,2676.898
6,26,15,561,262,29,3,679.738,45.538,2098.668,2020.046
6,26,16,18,212,28,3,211.329,33.304,696.696,661.503
6,26,17,760,70,27,2,330.044,34.838,961.85,919.844
6,26,18,581,51,24,1,109.632,27.103,258.193,232.832
6,26,19,146,15,21,0,10.971,19.382,38.701,17.591
6,26,20,0,0,20,0,0,20,0,0
6,26,21,0,0,19,0,0,19,0,0
6,26,22,0,0,19,0,0,19,0,0
6,26,23,0,0,19,0,0,19,0,0
6,27,0,0,0,19,0,0,19,0,0
6,27,1,0,0,19,0,0,19,0,0
6,27,2,0,0,19,0,0,19,0,0
6,27,3,0,0,18,0,0,18,0,0
6,27,4,0,0,18,0,0,18,0,0
6,27,5,110,10,19,0,7.026,15.711,25.203,4.339
6,27,6,606,43,22,1,92.75,22.87,210.758,186.354
6,27,7,792,59,25,2,314.284,32.033,909.956,869.335
6,27,8,885,69,27,2,547.87,40.732,1678.658,1614.963
6,27,9,938,77,29,3,760.564,46.497,2327.404,2239.963
6,27,10,970,82,30,3,928.932,51.658,2787.041,2680.408
6,27,11,987,84,31,3,1036.124,55.316,3052.707,2934.085
6,27,12,993,85,32,3,1075.642,57.356,3134.447,3012.004
6,27,13,989,84,32,3,1043.918,56.759,3051.522,2932.956
6,27,14,976,81,32,3,944.408,54.546,2790.367,2683.588
6,27,15,950,76,31,3,783.831,49.854,2359.499,2270.782
6,27,16,904,69,30,2,576.324,45.777,1728.479,1663.1
6,27,17,822,59,29,2,342.56,38.293,976.421,934.021
6,27,18,659,43,26,1,113.227,29.32,252.068,226.832
6,27,19,220,14,22,0,10.158,20.468,35.654,14.6
6,27,20,0,0,20,0,0,20,0,0
6,27,21,0,0,19,0,0,19,0,0
6,27,22,0,0,19,1,0,19,0,0
6,27,23,0,0,18,1,0,18,0,0
6,28,0,0,0,17,1,0,17,0,0
6,28,1,0,0,17,1,0,17,0,0
6,28,2,0,0,17,1,0,17,0,0
6,28,3,0,0,16,1,0,16,0,0
6,28,4,0,0,16,1,0,16,0,0
6,28,5,149,9,18,0,6.679,14.647,24.072,3.229
6,28,6,646,40,22,0,92.886,22.907,204.494,180.215
6,28,7,825,56,26,0,321.257,37.363,903.182,862.739
6,28,8,913,66,29,1,559.262,45.592,1670.378,1606.961
6,28,9,963,73,31,1,774.109,54.451,2270.068,2184.883
6,28,10,992,77,33,1,942.651,61.622,2676.719,2574.871
6,28,11,1008,80,34,2,1052.166,61.492,2995.031,2879.067
6,28,12,1013,81,35,2,1091.631,63.635,3070.328,2950.888
6,28,13,1009,80,35,2,1059.534,62.993,2990.49,2874.735
6,28,14,995,78,35,2,958.569,60.566,2739.162,2634.62
6,28,15,969,74,35,2,796.461,56.483,2312.944,2226.074
6,28,16,924,67,34,2,586.084,49.994,1719.028,1653.97
6,28,17,842,58,32,2,349.024,41.501,978.4,935.947
6,28,18,680,43,28,1,116.035,31.484,254.49,229.205
6,28,19,242,14,23,1,10.934,21.797,38.145,17.045
6,28,20,0,0,21,1,0,21,0,0
6,28,21,0,0,20,1,0,20,0,0
6,28,22,0,0,19,1,0,19,0,0
6,28,23,0,0,19,1,0,19,0,0
6,29,0,0,0,18,1,0,18,0,0
6,29,1,0,0,18,1,0,18,0,0
6,29,2,0,0,17,1,0,17,0,0
6,29,3,0,0,16,1,0,16,0,0
6,29,4,0,0,16,1,0,16,0,0
6,29,5,0,0,19,1,0,19,0,0
6,29,6,629,41,23,1,91.662,23.834,203.112,178.86
6,29,7,807,58,28,1,316.702,36.47,895.082,854.854
6,29,8,894,69,32,1,551.425,48.306,1623.944,1562.073
6,29,9,943,76,34,1,762.197,56.986,2204.261,2121.629
6,29,10,972,81,35,2,929.081,59.106,2675.876,2574.064
6,29,11,985,85,36,2,1035.09,62.971,2921.699,2809.071
6,29,12,989,87,37,3,1073.987,62.142,3046.596,2928.257
6,29,13,983,86,37,3,1040.816,61.519,2962.454,2847.979
6,29,14,965,85,37,3,939.748,59.299,2704.659,2601.61
6,29,15,935,81,36,4,778.921,52.995,2305.879,2219.289
6,29,16,883,74,35,4,570.782,47.473,1697.879,1633.537
6,29,17,794,65,33,3,338.444,41.033,954.642,912.83
6,29,18,621,48,30,2,114.421,32.654,258.899,233.523
6,29,19,186,15,26,1,10.984,24.912,37.764,16.671
6,29,20,0,0,24,1,0,24,0,0
6,29,21,0,0,22,1,0,22,0,0
6,29,22,0,0,22,1,0,22,0,0
6,29,23,0,0,22,1,0,22,0,0
6,30,0,0,0,21,1,0,21,0,0
6,30,1,0,0,21,1,0,21,0,0
6,30,2,0,0,20,1,0,20,0,0
6,30,3,0,0,19,1,0,19,0,0
6,30,4,0,0,19,1,0,19,0,0
6,30,5,0,0,20,1,0,20,0,0
6,30,6,586,46,24,1,92.02,24.882,211.692,187.269
6,30,7,775,65,29,0,311.108,40.013,866.412,826.933
6,30,8,865,79,33,0,545.222,53.358,1563.962,1504.059
6,30,9,914,90,35,1,754.897,57.733,2174.505,2093.013
6,30,10,937,101,36,2,918.654,59.808,2635.556,2535.465
6,30,11,944,112,37,2,1022.768,63.617,2876.269,2765.682
